"priority_rank","ignore_rank","warehouse","category","priority_score","completed_stays","historical_long_stays","historical_long_stay_rate_pct","open_stays","open_long_stays","open_long_stay_rate_pct","max_open_dwell_hours"
NULL,1,"saskunhimangalamodh_kun payyanur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sasmadukkaraiodh_mkk coimbatore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sasmangalapuramodh_mng","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sasmangalapuramodh_mng mangalapuram","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"saspattambiodh_plm pattambi","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sasperinthalmannaodh_pnn","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sasperinthalmannaodh_pnn perinthalmanna","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sasthamcotta","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sasthuravoorodh_tho thuravoor","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sasuttarahalliodh_blr bangalore","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sasvadakkencherryodh_vdy palakkad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sasvaikomodh_vkm vaikom","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sasvellurtrikapurodh_vtr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sasvellurtrikapurodh_vtr nileshwar","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"satara","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"satara, maharashtra, in","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sathish tea stall madurai","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sathupally, sathupally, telangana","Ignore",0.00,0,0,0.00,1,0,0.00,14.54
NULL,1,"sathyamangalam","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"satighathubsplit_bkr bankura","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"satish kirana store rohtak","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"satl","Ignore",0.00,28,0,0.00,7,0,0.00,36.70
NULL,1,"satna","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"satnahub_sta satna","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sattenapalli","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sattenapallihub_stn","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sattenapallihub_stn sattenapalli","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"satyam coaching center kannauj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"satyanarayana store jaipur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"savita gupta vasai","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"savner","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"sawai madhopur","Ignore",0.00,2,0,0.00,1,0,0.00,24.88
NULL,1,"sawaimadhopurhub_saw sawai madhopur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sawant store mumbai","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sayajigunj service centre","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sayali boutique nagpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sayanmdh_say surat","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sb store's vadodara","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sbp/bra-tml, sambalpur, orissa","Ignore",0.00,0,0,0.00,1,0,0.00,40.80
NULL,1,"sd kirana patiala","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sectorv hub kolkata","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"secunderabad","Ignore",0.00,3,0,0.00,2,0,0.00,16.92
NULL,1,"secunderabad hub","Ignore",0.00,369,0,0.00,14,0,0.00,27.70
NULL,1,"secundrabad","Ignore",0.00,27,0,0.00,0,0,0.00,0.00
NULL,1,"sedam","Ignore",0.00,1,0,0.00,1,0,0.00,27.34
NULL,1,"sedamhub_sem sedam","Ignore",0.00,0,0,0.00,1,0,0.00,15.73
NULL,1,"seelanaikenpatti, salem, tamil nadu","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sehaj beauty parlour nawanshahr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"seharabazarmdh_srb burdwan","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sehore","Ignore",0.00,1,0,0.00,1,0,0.00,19.36
NULL,1,"sehore, madhya pradesh, in","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"selaiyur","Ignore",0.00,1,0,0.00,2,0,0.00,31.95
NULL,1,"selaqui, dehradun, uttarakhand","Ignore",0.00,0,0,0.00,1,0,0.00,14.77
NULL,1,"selu","Ignore",0.00,3,0,0.00,1,0,0.00,14.25
NULL,1,"sembanarkoil","Ignore",0.00,0,0,0.00,1,0,0.00,14.73
NULL,1,"senapati bapat road","Ignore",0.00,1,0,0.00,3,0,0.00,15.08
NULL,1,"seoni","Ignore",0.00,0,0,0.00,3,0,0.00,15.67
NULL,1,"seoni, seoni, madhya pradesh","Ignore",0.00,0,0,0.00,2,0,0.00,40.52
NULL,1,"serampore, hooghly, west bengal","Ignore",0.00,0,0,0.00,1,0,0.00,32.87
NULL,1,"sethi store new delhi","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"sevoor","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sewrihub_mum","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sewrihub_mum mumbai","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"shadnagar","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxbabinaodh_jhs babina","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxbhawanigarhodh_bha bhawaigarh","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxghatkoparodh_mum mumbai","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxgosabamdh_gos gosaba","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxjulanaodh_jnd","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxjulanaodh_jnd jhulana","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxkareraodh_kra karera","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxmadhugirimdh_mdg madhugiri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxmahuvaodh_mhv surat","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxmudholodh_rcr bagalkot","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxmudigeremdh_mdi chikmagalur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxmyorpurodh_son sonbhadra","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxnayagoanodh_nug","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxsunamodh_sun","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shadowfaxsunamodh_sun sunam","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shah enterprises goregaon mumbai","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"shahabad","Ignore",0.00,0,0,0.00,1,0,0.00,34.27
NULL,1,"shahabad markanda","Ignore",0.00,0,0,0.00,1,0,0.00,15.37
NULL,1,"shahdarahub_del","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"shahdarahub_del delhi","Ignore",0.00,18,0,0.00,0,0,0.00,0.00
NULL,1,"shahdolhub_shd shahdol","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shahganj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shahjahanpur","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"shahjahanpur, shahijahanpur, uttar pradesh","Ignore",0.00,0,0,0.00,3,0,0.00,15.17
NULL,1,"shahjahanpurhub_sjh shahjahanpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shahnawaz new delhi","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"shahpur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shahpur jh, shahpur jh, jharkhand","Ignore",0.00,0,0,0.00,1,0,0.00,16.39
NULL,1,"shaik ramjan bi rent house nandigama","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"baileyroadhub_pat patna","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"shaikh absaar aurangabad","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shaikh altaf vejalpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shaileshbhai nagarbhai jetapara surendranagar","Ignore",0.00,0,0,0.00,1,0,0.00,16.18
NULL,1,"shajapur","Ignore",0.00,5,0,0.00,1,0,0.00,29.23
NULL,1,"shaktawat enterprises udaipur","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"shakti nagar, shakti nagar, uttar pradesh","Ignore",0.00,0,0,0.00,2,0,0.00,29.77
NULL,1,"shaktinagarmdh_aaa sonbhadra","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shaktiodh_sha raigarh","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shalabam kozhikode","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shalimargardenhub_del","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shalimargardenhub_del ghaziabad","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"shamdhu atta chaki greater noida","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shamli","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"shamlihub_shi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shamlihub_shi shamli","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"shamshabadhub_hyd","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shamshabadhub_hyd hyderabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shanthinagarhub_blr bengaluru","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"shanu store bareilly","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shapurhub_hyd hyderabad","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sharad janral store taloda dhule","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sharafat kirana store saharanpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shardha master kirana k.v.rangareddy","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sharif raza kanpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shashi kala new delhi","Ignore",0.00,4,0,0.00,1,0,0.00,14.57
NULL,1,"shasi kant store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sheetal kumar kaithal","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sheik home villupuram","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sheohar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sheohar, sheohar, bihar","Ignore",0.00,0,0,0.00,1,0,0.00,15.42
NULL,1,"sheoharhub_smi sheohar","Ignore",0.00,0,0,0.00,1,0,0.00,14.88
NULL,1,"shepahijhuriteodh_ixs patharkandi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sherghati","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sherghatihub_gay sherghati","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sherkhibachauodh_bac","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shikha ghosh alipurduar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shikrapur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shillong","Ignore",0.00,6,0,0.00,2,0,0.00,14.50
NULL,1,"shillong office","Ignore",0.00,1,0,0.00,2,0,0.00,14.87
NULL,1,"shillong, shillong, meghalaya","Ignore",0.00,1,0,0.00,1,0,0.00,15.01
NULL,1,"shilpa home pathanamthitta","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shimlahub_shm","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shimlahub_shm shimla","Ignore",0.00,9,0,0.00,0,0,0.00,0.00
NULL,1,"shimlahubtemp_shm","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"shimlahubtemp_shm shimla","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shimoga","Ignore",0.00,3,0,0.00,1,0,0.00,20.23
NULL,1,"shiralkoppa","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shiralkoppahub_kpp shiralkoppa","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shirpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shirwal, shirwal, maharashtra","Ignore",0.00,0,0,0.00,1,0,0.00,14.50
NULL,1,"shiv dhruv store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shiv shambho services alibag","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shiv shankar gautam buddha nagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shiva chanti miryalaguda","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shivajinagarhub_pune pune","Ignore",0.00,14,0,0.00,0,0,0.00,0.00
NULL,1,"shivam gour khandwa","Ignore",0.00,0,0,0.00,1,0,0.00,14.91
NULL,1,"shivam store new delhi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shivamogga","Ignore",0.00,0,0,0.00,2,0,0.00,14.48
NULL,1,"shivamogga, shivamogga, karnataka","Ignore",0.00,2,0,0.00,3,0,0.00,15.25
NULL,1,"shivan store nagpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shivansh enterprises ahmedabad","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shivapura, shivapura, karnataka","Ignore",0.00,0,0,0.00,1,0,0.00,14.59
NULL,1,"shivmandir office","Ignore",0.00,0,0,0.00,1,0,0.00,16.15
NULL,1,"shivpuri","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"shivpuri ddnagar, shivpuri, madhya pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,38.43
NULL,1,"shivpuri expansion","Ignore",0.00,0,0,0.00,1,0,0.00,14.88
NULL,1,"shivpurihub_svp shivpuri","Ignore",0.00,2,0,0.00,2,0,0.00,16.35
NULL,1,"shmh","Ignore",0.00,39,0,0.00,0,0,0.00,0.00
NULL,1,"sholapur","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"sholingurodh_slg","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sholingurodh_slg arakkonam","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shorapur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shorapurhub_sur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shorapurhub_sur shorapur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shornur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shornurhub_sho shornur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shourya store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shree ganesh ladies tailor nagpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shree metro agency and guru borewell ratnagiri","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shree nandikeshwara chicken stall mangalore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shree riddhi sidhhi mumbai","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shri dungargarh, shri dungargarh, rajasthan","Ignore",0.00,0,0,0.00,1,0,0.00,14.64
NULL,1,"shri krishna express gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shri ram atta chakki ghaziabad","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shri ram store new delhi","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"shri rudram enterprises udaipur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shri vijaynagar, shri vijainagar, rajasthan","Ignore",0.00,0,0,0.00,1,0,0.00,15.34
NULL,1,"shrirampur","Ignore",0.00,5,0,0.00,1,0,0.00,14.47
NULL,1,"shrirampurhub_smp shrirampur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shubham maurya yamunanagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shweta kashwalia store jammu","Ignore",0.00,1,0,0.00,1,0,0.00,15.02
NULL,1,"shyam sunder new delhi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"shyamnagar bdel","Ignore",0.00,0,0,0.00,3,0,0.00,15.83
NULL,1,"shyamnagarhub_kol","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"shyamnagarhub_kol kolkata","Ignore",0.00,2,0,0.00,1,0,0.00,15.86
NULL,1,"sibsagar","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"siddagangahub_tkr tumkur","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"siddharthviharhub_del","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"siddhi enterprises modasa","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"siddhpur","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"siddipet","Ignore",0.00,3,0,0.00,1,0,0.00,14.48
NULL,1,"siddipethub_sdp siddipet","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sidharth coching centre ghaziabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sidhauli (sitapur)","Ignore",0.00,0,0,0.00,4,0,0.00,14.57
NULL,1,"sidhi","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sidhi master kirana kakinada","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sidhihub_sid sidhi","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sigmagorakhpurodh_grk gorakhpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sigmajagraonodh_jgn jagraon","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sigra hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sigra hub varanasi","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sihora","Ignore",0.00,4,0,0.00,1,0,0.00,16.17
NULL,1,"sihorahub_sih sihora","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sikandarabad industrial area, uttar pradesh, in","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sikandrabad","Ignore",0.00,0,0,0.00,1,0,0.00,26.40
NULL,1,"sikandrahub_agr agra","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sikar","Ignore",0.00,2,0,0.00,6,0,0.00,37.35
NULL,1,"sikarhub_sik sikar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"siliguri","Ignore",0.00,16,0,0.00,8,0,0.00,20.92
NULL,1,"siliguri hub siliguri","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"siliguri warehouse","Ignore",0.00,299,0,0.00,1,0,0.00,34.72
NULL,1,"siliguri, siliguri, west bengal","Ignore",0.00,3,0,0.00,1,0,0.00,14.80
NULL,1,"siligurisplitmdh_ixb","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"siligurisplitmdh_ixb siliguri","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"silvassa","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"silvassahub_amd silvassa","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"simdegamdh_smd simdega","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"simrihub_shc","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"simrihub_shc saharsa","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sindewahi, sindewahi, maharashtra","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sindhudurg","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sindrisplitodh_dbd dhanbad","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"singahi, singahi, uttar pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,31.38
NULL,1,"singanallur, coimbatore, tamil nadu","Ignore",0.00,0,0,0.00,1,0,0.00,14.49
NULL,1,"singh furniture dehradun","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"singh stationery new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"singrauli","Ignore",0.00,3,0,0.00,2,0,0.00,30.17
NULL,1,"singrauli, madhya pradesh, in","Ignore",0.00,0,0,0.00,2,0,0.00,36.11
NULL,1,"singraulihub_sgu","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"singraulihub_sgu singrauli","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sinhagad","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"sinnar1, sinner, maharashtra","Ignore",0.00,0,0,0.00,1,0,0.00,14.76
NULL,1,"sintu store gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sionmdh_mum mumbai","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sira","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sirahub_cra sira","Ignore",0.00,1,0,0.00,2,0,0.00,16.85
NULL,1,"sircilla","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sircillahub_src","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sircillahub_src sircilla","Ignore",0.00,0,0,0.00,1,0,0.00,15.97
NULL,1,"sirmaur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sirsa","Ignore",0.00,8,0,0.00,0,0,0.00,0.00
NULL,1,"sirsa, sirsa, haryana","Ignore",0.00,40,0,0.00,2,0,0.00,23.22
NULL,1,"sirsaganj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sirsaganjhub_srs sirsaganj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sirsahub_srs","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sirsahub_srs sirsa","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sitamarhi1, sitamarhi, bihar","Ignore",0.00,0,0,0.00,1,0,0.00,15.24
NULL,1,"sitapur","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"sitapurahub_jai jaipur","Ignore",0.00,0,0,0.00,2,0,0.00,15.46
NULL,1,"sitapurhub_sit","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sitaram kirana jamnagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sitaramnagar","Ignore",0.00,10,0,0.00,0,0,0.00,0.00
NULL,1,"sitaramnagar hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"sitaramnagar hub guntur","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"sitarganj","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"sitarganjhub_sit sitarganj","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,6345,"jai/hub, jaipur, rajasthan","Ignore",0.02,1842,1,0.05,5,0,0.00,17.44
NULL,6346,"del/shb, ghaziabad, uttar pradesh","Ignore",0.03,826,1,0.12,1,0,0.00,15.75
NULL,6346,"blr/fc1, bangalore, karnataka","Ignore",0.03,1290,1,0.08,9,0,0.00,47.24
NULL,6348,"pnyx","Ignore",0.04,577,1,0.17,4,0,0.00,29.04
NULL,6348,"motherhub_mal malur","Ignore",0.04,588,1,0.17,0,0,0.00,0.00
NULL,6350,"del/ptd, delhi ncr, delhi","Ignore",0.05,6153,4,0.07,75,0,0.00,26.99
NULL,6351,"parvati service center","Ignore",0.06,384,1,0.26,0,0,0.00,0.00
NULL,6351,"gopinath bazar hub","Ignore",0.06,4151,4,0.10,1,0,0.00,21.10
NULL,6351,"delhi hub","Ignore",0.06,3246,4,0.12,124,0,0.00,48.97
NULL,6351,"panvel/hub, navi mumbai, maharashtra","Ignore",0.06,1888,3,0.16,21,0,0.00,48.35
NULL,6355,"lko/lh1, lucknow, uttar pradesh","Ignore",0.07,324,1,0.31,10,0,0.00,27.08
NULL,6355,"raipur warehouse","Ignore",0.07,339,1,0.29,28,0,0.00,37.20
NULL,6355,"kundli air hub","Ignore",0.07,766,2,0.26,12,0,0.00,28.52
NULL,6355,"bareja epu","Ignore",0.07,1345,3,0.22,3,0,0.00,26.48
NULL,6355,"rohini etail unit","Ignore",0.07,1544,3,0.19,1,0,0.00,48.25
NULL,6360,"goregaon","Ignore",0.08,282,1,0.35,0,0,0.00,0.00
NULL,6360,"town etail processing uni","Ignore",0.08,279,1,0.36,0,0,0.00,0.00
NULL,6360,"bengaluru hub","Ignore",0.08,3181,5,0.16,28,0,0.00,46.70
NULL,6363,"pnq/hub, pune, maharashtra","Ignore",0.09,260,1,0.38,0,0,0.00,0.00
NULL,6363,"fkl_nagbts01","Ignore",0.09,243,1,0.41,0,0,0.00,0.00
NULL,6363,"pnq/chk, pune, maharashtra","Ignore",0.09,2144,5,0.23,7,0,0.00,16.50
NULL,6366,"fkl-coimbatore","Ignore",0.10,211,1,0.47,0,0,0.00,0.00
NULL,6366,"hubli warehouse","Ignore",0.10,228,1,0.44,4,0,0.00,32.27
NULL,6366,"jayanagar","Ignore",0.10,229,1,0.44,12,0,0.00,15.55
NULL,6366,"fkl-mumflexsai4","Ignore",0.10,1874,5,0.27,0,0,0.00,0.00
NULL,6366,"coimbatore hub","Ignore",0.10,232,1,0.43,17,0,0.00,39.07
NULL,6371,"kalol","Ignore",0.11,773,3,0.39,0,0,0.00,0.00
